Book|Chapter #|Verse #|Verse
Mateo|21|38|Saguwaꞌ pagkite meꞌ tatungguꞌ likusin anakne miyaꞌan, magisun siye, paꞌinde, 'Iye hep inin pinusakaꞌanin. Dayiꞌ kaꞌam papateyte bi duk taꞌeddoꞌte bi likusin.'
Mateo|21|39|Manjari siniggew iye weꞌ de duk sinōgadan pī si bukut birang likusin duk pinapatey weꞌ de. 
Mateo|21|40|Manjari," paꞌin si Isa, "bang tekka dapuꞌ likus miyaꞌan, ine enteꞌ hinangne si meꞌ tatungguꞌnen?" 
Mateo|21|41|Nambung siye, paꞌinde, "Bugtuꞌ papateyne meꞌ aꞌa malaꞌat miyaꞌan, duk patungguꞌne likusnen si meꞌ aꞌa seddili, meꞌ mangurungan iye bahagiꞌnen pagtaꞌabut pagbuwaꞌ ubasin." 
Mateo|21|42|Paꞌin si Isa si siye, "Gaꞌ ke bakas tabatsabi dem kitab, pinaꞌin,'Batu tinayikutan weꞌ meꞌ pandey maghinang lumaꞌ batuhin, peggeꞌ kannalde gaꞌi taguna, kuweꞌitu iye ne miyaꞌan batu tamanan maniyaꞌ kagunahannen. Hinangan Tuhanin inin duk landuꞌ teꞌed hāp.'
Mateo|21|43|Hangkan akahante kaꞌam," paꞌin si Isa, "tagnaꞌ kaꞌam tapeneꞌ Tuhanin, saguwaꞌ pinagantiꞌ du iyan si kaꞌam meꞌ bangsa seddilihin duk tuhutde du iyan pangandaꞌakan Tuhanin." (
Mateo|21|44 Paꞌin si Isa pe, "Kēmon malaboꞌ diyataꞌ batu inin posak-posak barannen. Duk sasuku kalaboꞌan batu inin, pipis iye.") 
Mateo|21|45|Pagkale meꞌ nakuraꞌ imamin duk meꞌ Pariseohin meꞌ dalilan miyaꞌan, tahātide weꞌ siye inandigan si Isahin. 
Mateo|21|46|Batang si Isa siggewde, saguwaꞌ tinalew siye si meꞌ aꞌa mabanesin, peggeꞌ kahagad meꞌ aꞌahin weꞌ nabi si Isa.
Mateo|22|1|Manjari magdalilan ne isab si Isa si siye, paꞌinne, 
Mateo|22|2|"Pagbayaꞌ Tuhanin kuweꞌ inin. Niyaꞌ dambuwaꞌ sultan magpanyap pagjamu-jamuhan hadje peggeꞌ kinawin anakne lellahin. 
Mateo|22|3|Pagtekka ellew pagjamu-jamuhin, dinaꞌak weꞌ ne meꞌ daraꞌakannen pī ngeddoꞌ meꞌ aꞌa bakas tabatikin. Saguwaꞌ gaꞌi siye mabayaꞌ pī si pagkawinan. 
Mateo|22|4|Ubus ngandaꞌak ne isab iye meꞌ daraꞌakanne seddili hap pī, paꞌinne, 'Akahanun bi meꞌ aꞌa bakas tabatikin weꞌ tahak ne kinakanin, ubus ne sinumbaliꞌ meꞌ sapiꞌ lellahin duk meꞌ anak sapiꞌ malemmekin duk panyap ne kēmon. Hangkan subey ne siye pitu si pagjamuhan.'
Mateo|22|5|Saguwaꞌ gaꞌ ngasip meꞌ aꞌa tabatikin. Tahalaꞌ siye, dambuwaꞌin hap pī si tanaꞌne, dambuwaꞌin si tindane, 
Mateo|22|6|duk sinduwehin siniggew weꞌ de meꞌ daraꞌakan sultanin bu pinogpog duk pinapatey weꞌ de. 
Mateo|22|7|Manjari astel teꞌed sultanin. Dinaꞌak weꞌ ne meꞌ sundalunen pī monoꞌ meꞌ aꞌa mapatey meꞌ daraꞌakannen. Daꞌakne isab ineggas puwebloden. 
Mateo|22|8|Ubus miyaꞌan paꞌin sultanin si meꞌ daraꞌakannen, 'Memes ne kinakanin saguwaꞌ meꞌ bakas tabatikin gaꞌi ne pataꞌ pitu. 
Mateo|22|9|Na, kuweꞌitu pī kaꞌam si meꞌ kalān-lānan duk boꞌohun bi kēmon aꞌa takasuwaꞌbin pitu si pagjamuhan.'
Mateo|22|10|Manjari pī ne meꞌ daraꞌakannen si meꞌ kalān-lānan duk binoꞌo weꞌ de kēmon aꞌa takasuwaꞌden, dupang duk petten, gaꞌ biddaꞌ. Hangkan pennoꞌ weꞌ aꞌa lumaꞌ pagkawinanin. 
Mateo|22|11|"Pagdiyalem sultanin mayaman meꞌ aꞌa malaꞌihin, niyaꞌ takitene laꞌi lella semmeknen gaꞌi talep para si pagkawinan. 
Mateo|22|12|Paꞌin sultanin si lella miyaꞌan, 'Bagay, saꞌingge kaꞌumaseknu mapituhin, bu gaꞌ kew magbadjuꞌ para si pagkawinan?' Gaꞌ nambung aꞌahin. 
Mateo|22|13|Manjari paꞌin sultanin si meꞌ daraꞌakannen, 'Ingketanun bi tangan aꞌa iyan duk bettisnen duk pabukutun bi pinadem lindem. Magmatey meꞌ aꞌahin laꞌi duk magtageꞌot meꞌ impenden hawal pagsusunden.' " 
Mateo|22|14|Manjari paꞌin si Isa, "Ekka aꞌa ilinganan weꞌ Tuhanin dinaꞌak patuhut si iye, saguwaꞌ kulang du tapeneꞌin." 
Mateo|22|15|Manjari tahalaꞌ meꞌ Pariseohin duk magisun-isun siye bang saꞌingge panguhi-nguhide si Isahin si meꞌ bissānen. 
Mateo|22|16|Ubus dinaꞌak weꞌ de meꞌ tindegden duk meꞌ tindeg Sultan Herodin pī pu si Isa. Pagtekkade laꞌi paꞌinde pu si Isa, "Tuwan, kataꞌuhan kami weꞌ bennal hadja meꞌ bissānun duk bennal meꞌ panoloꞌnu sabab meꞌ kabayaꞌan Tuhan hininang manusiyaꞌin. Gaꞌi kew suse bisan ine tapikil aꞌa si kaꞌuhin, bisan pe siye meꞌ aꞌa taga kapatut. 
Mateo|22|17|Hangkan akahanun kami bang ine paꞌinnu. Patuhut ke si saraꞌte bi magbayed sukey si Sultan Nakuraꞌ bangsa Romahin atawa gaꞌi?" 
Mateo|22|18|Saguwaꞌ kataꞌuhan si Isa pangakkalden. Paꞌinne si siye, "Kaꞌam iyan magmā-mā hadja. Bayaꞌ ku kuhi-kuhibi. 
Mateo|22|19|Pakitehanun bi ku sīn pagbayed sukeyin." Ubus binoꞌohan iye weꞌ de sīn tuwas. 
Mateo|22|20|Paꞌin si Isa si siye, "Pattaꞌ sine teꞌ duk sulat sine si sīn inin?" 
Mateo|22|21|Paꞌinde, "Pattaꞌ Sultan Nakuraꞌin duk sulatnen." Manjari paꞌin si Isa si siye, "Hangkan pangurungun bi si Sultan Nakuraꞌin sukuꞌ si iyehin, duk pangurungun bi si Tuhan sukuꞌ si Tuhanin." (Hātinen, magbayed kaꞌam sukey duk pangurungun bi dibin dambūs-būs si Tuhan.) 
Mateo|22|22|Pagkalede inin, ulaliꞌ siye manamal duk tahalaꞌ ne siye. 
Mateo|22|23|Ellew miyaꞌan niyaꞌ pī pu si Isa meꞌ Sadduseo, meꞌ Yahudi gaꞌi kahagad weꞌ ellum balik meꞌ pateyin si ellew dambuli. 
Mateo|22|24|Tilewde iye, paꞌinde, "Tuwan, bakas sinulat weꞌ si Musa, paꞌinne, 'Bang niyaꞌ lella, bu matey iye gaꞌ niyaꞌ anakne, subey ne maganda salinen si balu miyaꞌan duk niyaꞌ tubuꞌ sakanen.'
Mateo|22|25|Manjari niyaꞌ miyaꞌan pituꞌ lella magpungtinaꞌi bakas patennaꞌ tuꞌu si kami. Maganda sakahin saguwaꞌ matey iye gaꞌ niyaꞌ anakde. Ubus salinen maganda si baluhin. 
Mateo|22|26|Matey iye gaꞌ du isab niyaꞌ anakde. Damikkiyan du isab mapasunuꞌ si iyehin. Kapituꞌ magpungtinaꞌihin maggantiꞌ nganda baluhin duk matey siye gaꞌ niyaꞌ anakde. 
Mateo|22|27|Ujudnen matey isab dendehin. 
Mateo|22|28|Na, Tuwan," paꞌinde, "si ellew pagellum balik meꞌ pateyin, anda sine iye, bu pituꞌ magpungtinaꞌihin makaꞌanda iye?" 
Mateo|22|29|Nambung si Isa, paꞌinne, "Salaꞌ kaꞌam. Hangkan kaꞌam salaꞌ peggeꞌ gaꞌi tasabutbi tasulat dem kitabin duk gaꞌi isab kataꞌuhanbi balakat Tuhanin. 
Mateo|22|30|Peggeꞌ bang ellum ne balk meꞌ pateyin," paꞌin si Isa, "kuweꞌ ne siye meꞌ malaꞌikat si surgaꞌin. Gaꞌi ne siye maganda atawa magella. 
Mateo|22|31|Na, pasal meꞌ aꞌa matey weꞌ pinakellum balk, gaꞌ ke bakas tabatsabi bang ine pinaꞌin Tuhan si kaꞌamin? 
Mateo|22|32|Paꞌin Tuhanin, 'Aku Tuhan pagtuhanan disi Ibrahim duk Isahak duk si Yakub.' Tuhanin Tuhan meꞌ maꞌellumin, dumaꞌin Tuhan meꞌ pateyin." (Hātinen weꞌ bisan disi Ibrahim duk Isahak duk si Yakub tiggel ne matey, ellum siye si surgaꞌ peggeꞌ inisbat pe weꞌ de Tuhanin.) 
Mateo|22|33|Pagkale inin weꞌ meꞌ aꞌa mabanesin, ulaliꞌ teꞌed siye sabab panoloꞌnen. 
Mateo|22|34|Pagkale meꞌ Pariseohin weꞌ gaꞌ taꞌu meꞌ Sadduseohin nambungan si Isa, magtipun siye duk pī siye pu si Isa. 
Mateo|22|35|Dangan siye guru pandey si saraꞌ āgama. Niyaꞌ tilewne panuleyanne si Isa. 
Mateo|22|36|"Tuwan," paꞌinne, "dem saraꞌ, inggehin daꞌakan malangkew amban kēmonin?" 
Mateo|22|37|Nambung si Isa, paꞌinne, "Inin, 'Subey kalasahannu Tuhanin, Panuhutannun dambūs-būs ateynun duk pikilannun duk basagnun.'
Mateo|22|38|Iye inin," paꞌin si Isa, "daꞌakan malangkew amban kēmonin. 
Mateo|22|39|Duk pangandaꞌakan mapasunuꞌin saliꞌ du isab langkewnen, 'Subey kalasahannu saweꞌnun kuweꞌ pangalasanu dinun.'
Mateo|22|40|Kēmon meꞌ daꞌakan dem saraꞌ pangurung Tuhan si Musahin duk kēmon panoloꞌ kanabihanin sakup dem duwe daꞌakan inin." 
Mateo|22|41|Manjari paꞌin si Isa si meꞌ Pariseo bakas magtipunin, 
Mateo|22|42|"Ine paꞌinbi sabab Almasihin, tubuꞌ sine iye?" Paꞌinde, "Tubuꞌ Sultan Daꞌud." 
Mateo|22|43|"Bang bennal iyan," paꞌinne, "weꞌey paꞌin si Daꞌud sābu pagbayaꞌan iye weꞌ Niyawa Sutsihin weꞌ Almasihin Panuhutannen? 
Mateo|22|44|Paꞌinne dem kitab,'Missā Tuhanin si Panuhutankun.Paꞌin Tuhanin, dayiꞌ kew, ningkoloꞌ kew tuꞌu si kanawananku, tuꞌu si paningkoloꞌan mabangsahanin.Bettadku du meꞌ bantanun diyawaꞌ pat bettisnu.' " 
Mateo|22|45|Paꞌin si Isa, "Bang Almasihin inēnan Panuhutan weꞌ si Daꞌud, saꞌingge kajarinen weꞌ tubuꞌ Sultan Daꞌud iye?" 
Mateo|22|46|Ubus gaꞌi ne siye taꞌu nambungan iye duk kemuwe ellew miyaꞌan gaꞌ ne niyaꞌ aꞌa makatawakkal nilew iye ine-ine.
Mateo|23|1|Manjari missā si Isa si meꞌ aꞌa mabanesin duk si meꞌ tindegnen, paꞌinne, 
Mateo|23|2|"Meꞌ guru si saraꞌ āgamahin duk meꞌ Pariseohin taga kapatut magtoloꞌ meꞌ saraꞌ si Musahin. 
Mateo|23|3|Hangkan kahagadun bi duk tuhutun bi kēmon panoloꞌden, saguwaꞌ daꞌa kaꞌam nuhut hinanganden, peggeꞌ gaꞌi du tuhutde meꞌ panoloꞌden. 
Mateo|23|4|Pinabohatan weꞌ de meꞌ aꞌahin duk meꞌ saraꞌ gaꞌi takoleꞌde, bu gaꞌi siye nabang moꞌone bisan kuweꞌahat. 
Mateo|23|5|Kēmon hininangden hinangde duk siye takite weꞌ aꞌa. Payamanun bi be meꞌ pangisihande sulat ilekkat amban dem kitabin pinekkes si lendoꞌde duk lengngende, hadje amban si meꞌ sinduwehin duk tahaꞌ isab meꞌ jambu semmekden. 
Mateo|23|6|Bang siye si meꞌ pagjamu-jamuhan, kabayaꞌanden ningkoloꞌ si meꞌ paningkoloꞌan mabangsahanin. Bang dem langgal, mabayaꞌ siye ningkoloꞌ si meꞌ paningkoloꞌan para si meꞌ aꞌa pinagaddatanin. 
Mateo|23|7|Sinna siye sinalam si meꞌ tabuꞌan duk bang siye inēnan 'Guru.'
Mateo|23|8|Bang kaꞌam, daꞌa kaꞌam mabayaꞌ inēnan 'Guru,' peggeꞌ kuweꞌ du kaꞌam kēmon magpungtinaꞌi duk dambuwaꞌ du hadja gurubin, aku. 
Mateo|23|9|Daꞌa ēnanun bi 'Ammaꞌ' sine-sine tuꞌu si dunya, peggeꞌ dambuwaꞌ du samabin, iye Tuhan si surgaꞌin. 
Mateo|23|10|Duk gaꞌi kaꞌam makajari inēnan 'Nakuraꞌ' peggeꞌ dambuwaꞌ hadja nakuraꞌbin, Almasihin. 
Mateo|23|11|Sine-sine kaꞌam mabayaꞌ pinalangkew teꞌedin subey iye daraꞌakanbi. 
Mateo|23|12|Sine-sine mahadje dine pinadiyawaꞌ du, duk sine-sine madiyawaꞌ dine pinahadje du." 
Mateo|23|13|"Kaꞌaseꞌ-aseꞌ kaꞌam, meꞌ guru si saraꞌ āgamahin duk meꞌ Pariseohin peggeꞌ asal legga Tuhanin du kaꞌam. Magmā-mā hadja kaꞌam nuhut Tuhanin. Binembelan weꞌ bi meꞌ aꞌahin supaya siye gaꞌi tumuhut pī si pagbayaꞌan Tuhanin. Gaꞌi du tuhutbi lān miyaꞌan duk pagesbi pe sasuku mabayaꞌ nuhut lān miyaꞌan.(14"Kaꞌaseꞌ-aseꞌ kaꞌam, meꞌ guru si saraꞌ āgamahin duk meꞌ Pariseohin peggeꞌ asal legga Tuhanin du kaꞌam. Magmā-mā hadja kaꞌam nuhut Tuhanin. Sinigpitan weꞌ bi meꞌ dende baluhin supaya taꞌeddoꞌbi meꞌ lumaꞌden duk magsambahayang kaꞌam patahaꞌ, magmā-mā weꞌ aꞌa hāp kaꞌam. Bugtuꞌ hukuman hadje tasangkabin si ahilat.) 
Mateo|23|15|"Kaꞌaseꞌ-aseꞌ kaꞌam meꞌ guru si saraꞌ āgamahin duk meꞌ Pariseohin peggeꞌ asal legga Tuhanin kaꞌam. Magmā-mā hadja kaꞌam nuhut Tuhanin. Butasanbi tahikin pī si kalahatan seddili duk lumengngan kaꞌam tala magtoloꞌ supaya niyaꞌ bisan dambuwaꞌ aꞌa nuhut panoloꞌbin. Saguwaꞌ bang nuhut ne iye, pasōng pe iye pataꞌ pinadem narkaꞌ amban kaꞌam sabab meꞌ panoloꞌbi si iyehin. 
Mateo|23|16|"Kaꞌaseꞌ-aseꞌ kaꞌam. Kuweꞌ kaꞌam meꞌ aꞌa pessek nundan pagkasibi pessek. Magtoloꞌ kaꞌam, paꞌinbi, 'Bang napa aꞌahin bu hinangne saksiꞌ langgal hadjehin, makajari bisan gaꞌi tumananne. Saguwaꞌ bang iye hinangne saksiꞌ, meꞌ bulawan dem langgal hadjehin, gaꞌi makajari bang gaꞌi tumananne.'
Mateo|23|17|Dupang kaꞌam duk pessek. Inggehin malangkewin, bulawanin atawa langgalin? Sutsi hadja bulawanin peggeꞌ diyalem langgal. 
Mateo|23|18|Magtoloꞌ isab kaꞌam, paꞌinbi, 'Bang napa aꞌahin bu hinangne saksiꞌ pagkulubananin, makajari bisan gaꞌi tumananne. Saguwaꞌ bang iye hinangne saksiꞌ kuluban diyataꞌ pamettadan iyehin, gaꞌi makajari bang gaꞌi tumananne.'
Mateo|23|19|Pessek kaꞌam manamal. Inggehin malangkewin, kulubanin atawa pagbettadan kulubanin? Bang gaꞌi binettad hayepin diyataꞌ pagbettadan kulubanin, dumaꞌin hep kuluban. 
Mateo|23|20|Hangkan hep bang niyaꞌ aꞌa napa bu hinangne saksiꞌ pagbettadan kulubanin, sinakup du kēmon binettad diyataꞌnen, 
Mateo|23|21|duk sine-sine napa, bu hinangne saksiꞌ langgal hadjehin, sinakup du isab mapatennaꞌ dem langgalin, hātinen, Tuhanin. 
Mateo|23|22|Duk sine-sine napa bu hinangne saksiꞌ surgaꞌin, iye saksiꞌnen paningkoloꞌan Tuhanin. Duk asal Tuhanin ne teꞌed panapahannen peggeꞌ Tuhanin maningkoloꞌ malaꞌihin. 
Mateo|23|23|"Kaꞌaseꞌ-aseꞌ kaꞌam meꞌ guru si saraꞌ āgamahin duk meꞌ Pariseohin peggeꞌ asal legga Tuhanin du kaꞌam. Magmā-mā hadja kaꞌam nuhut Tuhanin. Magjakat kaꞌam bisan sampay jambanganbi pagpā-pā kinakanin. Saguwaꞌ gaꞌi kaꞌam nuhut meꞌ daꞌakan malangkewin. Gaꞌi kaꞌam bentel, gaꞌi kaꞌam maꞌaseꞌ si saweꞌbi, duk gaꞌi kaꞌam tapangandelan. Hāp bang kaꞌam magjakat, saguwaꞌ subey gaꞌi tayikutanbi meꞌ hinangan pinaꞌinku miyaꞌan. 
Mateo|23|24|Pagtuyuꞌanbi nuhut daꞌakan manggaꞌi malangkewin saguwaꞌ bang daꞌakan malangkewin gaꞌi hinangbi. Kuweꞌ kaꞌam aꞌa pessek manduꞌan saweꞌbin. Kuweꞌ kaꞌam aꞌa magsāꞌ boheꞌ duk gaꞌi taꞌinumne sanamin saguwaꞌ taloroyne untaꞌin. 
Mateo|23|25|"Kaꞌaseꞌ-aseꞌ kaꞌam meꞌ guru si saraꞌ āgamahin duk meꞌ Pariseohin peggeꞌ legga Tuhanin du kaꞌam. Magmā-mā hadja kaꞌam nuhut Tuhanin. Kinosoꞌan weꞌ bi tikungin duk laleyin saguwaꞌ diyalemnen haram, peggeꞌ taꞌeddoꞌbi meꞌ kinakan iyan sabab pangakkalbin duk pagnapsubin. 
Mateo|23|26|Pessek kaꞌam, meꞌ Pariseohin. Limpiyuhanun bi dahuꞌ meꞌ inisibin ubus limpiyu du isab laleybin duk tikungbin. 
Mateo|23|27|"Kaꞌaseꞌ-aseꞌ kaꞌam meꞌ guru si saraꞌ āgamahin duk meꞌ Pariseohin peggeꞌ legga Tuhanin du kaꞌam. Magmā-mā hadja kaꞌam nuhut Tuhanin. Kuweꞌ kubul pininta kaꞌam. Hāp-hāp bantuknen amban luwasan saguwaꞌ diyalemnen pennoꞌ weꞌ tolang duk isi buhuk. 
Mateo|23|28|Damikkiyan du isab kaꞌam, si meꞌ aꞌa kuweꞌ bantuk bentel kaꞌam, saguwaꞌ dem ateybin magdustaꞌ hadja kaꞌam duk ngalanggalan saraꞌ." 
Mateo|23|29|"Kaꞌaseꞌ-aseꞌ kaꞌam meꞌ guru si saraꞌ āgamahin duk meꞌ Pariseohin. Magmā-mā hadja kaꞌam nuhut Tuhanin. Mahāpan kaꞌam meꞌ kubul meꞌ nabihin duk meꞌ aꞌa mabentelin pangaddatbi siye. 
Mateo|23|30|Duk paꞌinbi, 'Bang ellum ne kami masa kapapuꞌan kamiley gaꞌi teꞌed kami matuk si hinanganden mapatey meꞌ nabihin.'
Mateo|23|31|Weꞌ bissābi iyan magbennal ne kaꞌam weꞌ tubuꞌ meꞌ mamapatey nabihin kaꞌam. 
Mateo|23|32|Pīhun bi, ubusanun bi hininang meꞌ kapapuꞌanbi ley. 
Mateo|23|33|Laꞌat teꞌed kaꞌam. Gaꞌi kaꞌam makajari patapuk amban hukuman pinadem narkaꞌ. 
Mateo|23|34|Akahante kaꞌam, ngandaꞌak du ku iyan pī si kaꞌam meꞌ nabi duk meꞌ lella lalem kataꞌunen, duk meꞌ guru. Sinduwehin papateybi iyan duk sinduwehin lansangbi si olom. Sinduwehin lubakanbi laꞌi dem langgalbi duk turul-turulbi pī si meꞌ puweblo palahihanden. 
Mateo|23|35|Hangkan tewwaꞌ hukuman kaꞌam sabab pamapatey meꞌ aꞌa manggaꞌ niyaꞌ dusenen, tinagnaꞌan amban si Habil anak Apuꞌ Adamin sampay Jakariya anak Barakihin bakas pinapateybi si ellet langgal hadjehin duk pagkuluban-kulubananin. 
Mateo|23|36|Sabennal akahante kaꞌam, kēmon meꞌ hininangde miyaꞌan, moleꞌ si kaꞌam, meꞌ aꞌa maꞌellum kuweꞌitu inin." 
Mateo|23|37|"O, meꞌ aꞌa Awrusalam, suse ku sabab kaꞌam. Luwal papateybi meꞌ nabihin duk pagtibaganbi meꞌ dinaꞌak Tuhan mapiyu si kaꞌamin. Mimpiye ne kaꞌam batang pagtipunku duk ipatku kuweꞌ dalil bukaran magtipun meꞌ usuynen diyawaꞌ peppikne, saguwaꞌ gaꞌi kaꞌam mabayaꞌ. 
Mateo|23|38|Payamanun bi, tinayikutan ne lahatbin weꞌ Tuhanin. 
Mateo|23|39|Akahante kaꞌam weꞌ gaꞌi ne ku teꞌed kitebi balik samantaꞌan gaꞌi tekka ellew pagpaꞌinbi, 'Pudjite bi pinapitu Tuhanin.' "
Mateo|24|1|Pagluwas si Isa amban dem langgal hadjehin, hap pī si iye meꞌ tindegnen duk pinakitehan weꞌ de si iye langgalin. 
Mateo|24|2|Paꞌin si Isa si siye, "Aweꞌ, payamanun bi ne iyan, peggeꞌ sabennal akahante kaꞌam, niyaꞌ ellew si pasōngan gaꞌ du iyan niyaꞌ talebbi tuꞌu meꞌ batu magbangkat-bangkat iyan, saguwaꞌ kēmon kinanat-kanat du." 
Mateo|24|3|Manjari sasang si Isa ningkoloꞌ si kūd Jaitun, hap pī si iye meꞌ tindegnen, siye-siye hadja duk paꞌinde, "Akahanun kami, sumiyan umantag meꞌ pinaꞌinnu iyan, duk me tandaꞌ mapaguwaꞌin bang sōng pitu ne kew balik duk bang sōng kiyamat ne dunyahin?" 
Mateo|24|4|Nambung si Isa, paꞌinne, "Pahatul-hatul kaꞌam duk kaꞌam gaꞌi kaꞌakkalan. 
Mateo|24|5|Peggeꞌ ekka iyan pitu magēnan ēnkun magpaꞌin weꞌ siye ne Almasihin. Duk ekka iyan kaꞌakkalande. 
Mateo|24|6|Makakale kaꞌam iyan sabab magbonoꞌ dem lahat duk suwi-suwi sabab magbonoꞌ si lahat tala, saguwaꞌ daꞌa kaꞌam tinalew. Kēmon inin subey umantag saguwaꞌ dumaꞌin pe inin ellew kiyamat. 
Mateo|24|7|Dambuwaꞌ bangsa magbonoꞌ duk bangsa seddili, duk dambuwaꞌ pagsultanan magbonoꞌ duk pagsultanan seddili. Niyaꞌ iyan meꞌ unus duk meꞌ linug si meꞌ kalahat-lahatan si dunya. 
Mateo|24|8|Saguwaꞌ kēmon inin panagnaꞌan meꞌ katiksaꞌanin hadja, kuweꞌ dalil dende sōng nganak duk nagnaꞌ peddiꞌan ne. 
Mateo|24|9|"Ubus siggew meꞌ aꞌa du kaꞌam duk sōngande kaꞌam ilegga duk pinapatey. Kabunsihan du kaꞌam weꞌ kēmon manusiyaꞌ peggeꞌ nuhut kaꞌam aku. 
Mateo|24|10|Ellew iyan ekka gaꞌi ne nuhut aku. Pagbuddihande saweꞌden duk kabunsihande saweꞌden. 
Mateo|24|11|Ekka iyan aꞌa tekka magmā-mā nabi siye pinapitu weꞌ Tuhanin duk ekka aꞌa kaꞌakkalande. 
Mateo|24|12|Peggeꞌ lumanduꞌ ne kalaꞌatan dem dunyahin, meꞌ aꞌa maꞌekkahin gaꞌi ne malasa si saweꞌde. 
Mateo|24|13|Saguwaꞌ sine-sine nandal sampay si tamanan kabinasahan inin, taga umul du si surgaꞌ gaꞌ niyaꞌ tamananne. 
Mateo|24|14|Duk meꞌ aka-aka mahāp sabab pagbayaꞌ Tuhanin minahalayak du iyan si tibuꞌukan dunya, supaya kataꞌuhan manusiyaꞌin kēmon. Ubus iyan kiyamat ne dunyahin." 
Mateo|24|15|"Bakas pinaꞌal andang weꞌ Nabi Daniyel weꞌ si pasōngan niyaꞌ laꞌi dem langgal hadje makapagkaꞌat, duk ngandiyawaꞌan Tuhanin. (Ambat mamatsa inin sabutanne.) 
Mateo|24|16|Bang takitebi inin subey ne meꞌ aꞌa malaꞌi si Yahudiyahin lahi pī si meꞌ kapunuhan. 
Mateo|24|17|Bang niyaꞌ aꞌa si luwasan lumaꞌne subey ne iye gaꞌi padiyalem ngeddoꞌ panyapnen. 
Mateo|24|18|Duk malaꞌi si tanaꞌnen subey ne gaꞌi balik pī si lumaꞌne ngeddoꞌ semmeknen, saguwaꞌ subey ne iye lahi. 
Mateo|24|19|Andūꞌ, makaꞌaseꞌ-aseꞌ meꞌ mabettengin duk meꞌ maganak dikiꞌin laꞌi si meꞌ ellew īꞌ. 
Mateo|24|20|Māku-māku kaꞌam si Tuhan karayaw ellew palahibin dumaꞌin si tempo gaꞌi hāp lahatin atawa si ellew liꞌi. 
Mateo|24|21|Peggeꞌ si meꞌ ellew īꞌ," paꞌin si Isa, "niyaꞌ iyan katiksaꞌan hadje, gaꞌ niyaꞌ saliꞌne kemuwe tagnaꞌ dunyahin sampay kuweꞌitu. Duk puwas inin, gaꞌi ne teꞌed kabalikan. 
Mateo|24|22|Bang gaꞌi kulangan Tuhanin meꞌ ellew katiksaꞌan īꞌ, gaꞌ niyaꞌ aꞌa ellum. Saguwaꞌ sabab meꞌ aꞌa tapeneꞌnen kulangan Tuhanin du meꞌ ellew īꞌ. 
Mateo|24|23|"Bang niyaꞌ si ellew īꞌ magpaꞌin si kaꞌam, 'Oy, payamanun bi, tiyaꞌ Almasihin,' atawa 'īꞌ iye laꞌi,' daꞌa teꞌed kahagadun bi. 
Mateo|24|24|Peggeꞌ si meꞌ ellew īꞌ, niyaꞌ iyan paguwaꞌ meꞌ aꞌa magpaꞌin weꞌ Almasihin siye bu gaꞌi bennal. Niyaꞌ isab iyan meꞌ aꞌa magpaꞌin weꞌ nabi siye bu gaꞌi toꞌo. Duk magpakite siye iyan meꞌ tandaꞌ balakatan duk meꞌ hinangan makaꞌulaliꞌ supaya bang makajari taboꞌode pasapeꞌ bisan meꞌ aꞌa tapeneꞌ Tuhanin. 
Mateo|24|25|Pakale kaꞌam," paꞌin si Isa, "bakas ne kaꞌam akahanku andang sabab meꞌ inin pādpād gaꞌ pe umantag. 
Mateo|24|26|Hangkan hep bang paꞌinde si kaꞌam, 'Payamanun be, īꞌ iye laꞌi si lahat makagindew-gindew,' daꞌa kaꞌam hap pī. Bang paꞌinde, 'Payamanun be, tiyaꞌ iye patapuk tuꞌu,' daꞌa kaꞌam kahagad. 
Mateo|24|27|Peggeꞌ aku, Anak Manusiyaꞌin, bang ne ku pitu, takite papitukun kuweꞌ lalat ninagan langitin amban silangan tudju seddepan." 
Mateo|24|28|Manjari mageliꞌan si Isa, paꞌinne, "Antag-antag kaniyaꞌan bangkeyin laꞌi magtipun meꞌ owakin." 
Mateo|24|29|"Manjari si meꞌ ellew īꞌ," paꞌin si Isa, "pagubus meꞌ katiksaꞌan miyaꞌan, ngalindem mata ellewin duk bulanin gaꞌi ne dantaꞌ, duk meꞌ poteꞌanin magkalaboꞌ-laboꞌ amban diyataꞌ langit duk meꞌ bayuꞌan diyataꞌ langitin tahalaꞌ amban lugalden. 
Mateo|24|30|Manjari pagubus inin, kitede du ku, Anak Manusiyaꞌin, pitu dem inalak. Takite meꞌ aꞌahin du sahayakun duk balakatku mahadjehin, duk magmatey kēmon aꞌa amban kabangsa-bangsahan si dunyahin. 
Mateo|24|31|Ubus niyaꞌ iyan helling kuweꞌ helling tabuliꞌ pales manamal duk daꞌakku pitu meꞌ malaꞌikatkun nipun meꞌ aꞌa tapeneꞌkun amban kaꞌampat pidjū alamin." 
Mateo|24|32|"Pandogahanun bi kayu igirahin," paꞌin si Isa. "Bang numbuꞌ ne dawennen, kataꞌuhanbi weꞌ sōng baytu panas ne. 
Mateo|24|33|Damikkiyan isab bang takitebi ne umantag meꞌ pinaꞌinku miyaꞌan, kataꞌuhanbi weꞌ asal tapit ne teꞌed pabalikkun. 
Mateo|24|34|Sabennal akahante kaꞌam," paꞌin si Isa, "gaꞌi pe ubus matey kēmon aꞌa maꞌellum kuweꞌitu inin, tekka ne meꞌ bakas pinaꞌinku inin. 
